identity,ACTB,IFITM3,CD4,IFNG,B2M,umap_1,umap_2
Naive CD4 T,23,1,0,0,73,1.0733329134987208,-8.37514869837239
Memory CD4 T,14,0,0,0,88,2.193265177588305,-6.676280900520827
NK,47,1,0,0,85,7.243394799809298,-0.5941875424809713
B,0,0,0,0,16,8.811095185856662,11.859656408744309
Memory CD4 T,4,0,0,0,51,2.04963328717216,-7.206561967415358
NK,37,0,0,0,101,7.0210866409347865,-0.7814103808827657
Memory CD4 T,3,0,0,0,47,1.5096295851276729,-6.305448457283522
B,5,0,0,0,23,6.839302487950167,12.626530722098801
Naive CD4 T,12,0,0,0,47,0.5896938520477626,-5.401693269295241
Memory CD4 T,11,0,0,0,57,3.113779254536471,-6.8331469741292254
Naive CD4 T,18,0,0,0,39,0.061972208599886613,-7.694366380257155
CD14+ Mono,15,0,1,0,36,-7.4275265258742955,5.465921953635667
CD14+ Mono,16,0,1,0,17,-7.879763655085721,7.0114761147074445
CD8 T,7,0,1,0,47,3.4446840959595058,-3.309670850319411
CD14+ Mono,7,0,0,0,22,-9.25458341063992,7.302863195853685
Memory CD4 T,6,0,0,0,50,2.3793174105690333,-6.748224183601882
CD14+ Mono,12,3,1,0,16,-7.727925352473417,7.517853811698411
B,12,0,0,0,54,5.514608569722018,13.17635448308513
Naive CD4 T,6,0,0,0,16,-0.8491526168777135,-5.165021344704177
Naive CD4 T,5,0,1,0,6,-0.2763534110976842,-3.0880374160237567
B,8,0,0,0,9,6.330281682591281,12.25115688176677
B,8,0,0,0,23,7.186527677159152,12.947009161429856
Naive CD4 T,5,0,0,0,33,-1.3443220180465367,-5.988100930733229
CD14+ Mono,14,4,0,0,31,-8.262975744624296,6.381505087333177
B,2,0,0,0,21,7.912433095555148,13.121864393668625
B,6,0,0,0,19,8.991402574162326,12.167404249625656
CD14+ Mono,24,6,0,0,43,-8.54299073638455,5.487764910178636
CD14+ Mono,32,2,0,0,58,-7.006247572322049,5.236378267722581
Naive CD4 T,10,0,0,0,28,-0.7344873470260289,-5.3257664885945575
CD14+ Mono,35,3,0,0,69,-8.082760862727323,4.9376540932230695
CD14+ Mono,30,0,1,0,48,-7.605112127680936,6.476585939841722
DC,26,1,0,0,31,-6.985158972163358,3.4672001156382306
NK,19,1,0,1,86,6.464302487950167,0.013018682914231361
CD14+ Mono,3,0,0,0,9,-9.296499304194608,8.614599302726242
Memory CD4 T,9,0,0,0,63,1.8907142507837627,-6.605367585701491
NK,24,0,0,0,82,6.040586896519503,-0.5470071282811422
NK,24,0,0,0,38,6.3928446250961635,-0.8548430648274679
B,12,0,0,0,43,6.927037187199435,12.816078260856125
CD8 T,3,0,0,0,10,1.8758497464464519,-3.151604100746657
B,23,0,0,0,51,5.597832389454684,13.202337339835617
Naive CD4 T,3,0,0,0,23,-1.009383015055814,-7.048520967049147
DC,106,0,0,0,78,-6.724398664851346,3.0199862274698956
CD14+ Mono,6,3,0,0,15,-8.813367895503202,6.98032291265056
Naive CD4 T,8,0,0,0,32,1.1629070716904018,-6.05582849649861
CD8 T,6,0,0,0,21,2.1699604469345424,-3.575939103645827
Memory CD4 T,15,0,1,0,64,3.077505775074801,-6.581180020851638
CD14+ Mono,5,0,0,0,12,-8.189893774409452,8.418600634055588
FCGR3A+ Mono,14,0,0,0,14,-10.627231649775663,4.5736685547404035
Naive CD4 T,3,0,0,0,58,-1.116551451106229,-6.594067021889235
B,4,0,0,0,17,7.76548904953464,11.487588957267258
FCGR3A+ Mono,58,11,1,0,57,-10.75883489074246,4.329804495292161
Naive CD4 T,4,0,0,0,41,0.7405980306671474,-4.125631734413649
CD8 T,23,0,0,0,62,4.346802182774386,-2.3180290904469745
CD14+ Mono,16,1,0,0,27,-8.011357359309354,8.127614572959397
B,4,0,0,0,11,7.7929653602646205,12.566487387137864
CD8 T,15,0,0,0,37,4.0852744060562465,-3.57226030497029
Memory CD4 T,4,0,0,0,54,2.1649411099956843,-8.352575227303054
Naive CD4 T,4,0,0,0,6,0.0934419113205287,-3.1863064017720477
CD14+ Mono,6,0,1,0,7,-9.343388609309354,8.553361490684006
CD14+ Mono,10,1,0,0,13,-8.091385893244901,6.926240995841478
B,6,0,0,0,6,8.244812436680636,12.639768675284836
NK,23,0,0,0,54,6.156532712559542,-0.1799898591466207
Naive CD4 T,10,0,0,0,62,0.4694872575805995,-7.120769425911452
Naive CD4 T,8,0,0,0,28,0.2326762157486293,-4.28820793299153
Naive CD4 T,13,0,0,0,69,-0.5402412933303502,-7.362582131905104
Naive CD4 T,3,1,0,0,55,-0.3690963310195592,-7.048491403145339
CD8 T,16,0,0,0,84,4.1091885047958705,-2.036052152199294
B,7,0,0,0,23,7.261493154148898,11.992965773063156
FCGR3A+ Mono,20,2,0,0,32,-10.779952101130643,4.895186022239183
Memory CD4 T,26,0,0,0,57,1.7619628573761794,-8.113356515450027
Memory CD4 T,21,0,0,0,63,1.9668686765240047,-8.227426454109695
Naive CD4 T,6,0,0,0,20,-0.6599031013442662,-5.16764490274861
B,3,0,0,0,10,6.828502603154025,12.016366079764817
Naive CD4 T,25,0,0,0,56,0.6476211029098842,-8.640594407600906
CD8 T,9,1,0,0,63,5.069130368809542,-0.9326547828145284
NK,19,0,0,0,67,5.9753007370041225,0.056142047362778724
B,7,0,0,0,42,6.590920396427951,12.980283812003586
CD8 T,23,0,0,0,53,4.938018031697116,-2.3930362906880633
CD8 T,6,0,0,0,37,3.255001373867831,-2.464071198982741
B,36,0,0,0,80,6.020850129704318,13.474458769278977
Naive CD4 T,16,0,0,0,46,-0.7508180660201695,-5.781317636055495
CD14+ Mono,9,1,2,0,24,-8.71893124999539,6.090562418418382
NK,10,1,0,0,60,6.760465093235812,0.3277025374941569
CD8 T,18,0,0,0,55,5.3710128742264125,-1.5537776198811788
Naive CD4 T,13,0,0,0,25,0.7493894773529384,-5.831525727791335
Memory CD4 T,14,0,0,0,59,3.2291008907364223,-7.580751344246413
Naive CD4 T,27,0,0,0,36,-0.5489666980697301,-6.394361897987868
CD14+ Mono,29,1,0,0,48,-8.442411474604764,5.211133078055833
Naive CD4 T,7,0,0,0,42,1.2201735454605434,-7.067045136971022
Naive CD4 T,6,0,0,0,31,-0.5097973865462926,-5.024104043526198
NK,10,1,0,0,77,5.896868177037081,0.07103498311564738
CD8 T,13,1,0,0,81,4.457934327702365,-1.7365586009450216
CD14+ Mono,46,2,1,0,14,-7.012129835505643,5.1672426018290265
B,5,0,0,0,41,6.311799951176486,12.783273771720383
DC,36,0,0,0,46,-7.21891503753201,3.7048266682200177
B,5,0,0,0,28,5.879098363499484,12.316393927054856
CD14+ Mono,18,1,0,0,24,-7.168591551203885,7.399844721274827
CD8 T,8,0,0,0,74,3.587911553959689,-3.454812451881911
B,12,0,0,0,24,6.792677827458224,13.541414335685227
Memory CD4 T,11,0,1,0,47,3.1320645290420863,-6.81313411859944
CD8 T,15,0,0,0,30,3.27315289555057,-3.9451603141255633
CD8 T,6,0,0,0,24,4.049698539357028,-2.7448617663808124
Naive CD4 T,12,0,0,0,25,-0.1573912424041417,-5.875734731239821
Naive CD4 T,14,0,0,0,28,0.8999222594307277,-7.226076051277663
CD8 T,16,0,0,0,29,2.4813776689575526,-3.818067952675368
Memory CD4 T,18,0,0,0,53,2.3779167014168117,-5.478166028542067
Memory CD4 T,8,0,0,0,78,2.568437286000094,-8.385419770760086
CD14+ Mono,37,0,0,0,50,-6.96897607268826,7.152216986136888
Memory CD4 T,22,0,2,0,96,3.591995068173251,-5.867843553108718
DC,33,2,0,0,53,-7.094555906672635,3.526761606650804
Naive CD4 T,5,0,0,0,74,-0.36585884513393907,-7.282206460518386
CD8 T,34,0,0,0,74,4.599440761189303,-3.622604772133376
Memory CD4 T,23,0,0,0,61,3.5224004465149257,-8.462922975105789
B,4,0,0,0,17,7.5537685829208705,11.697782591300461
B,12,0,0,0,11,6.946404405217013,13.402312353568528
FCGR3A+ Mono,102,1,0,0,77,-11.873383573908963,3.8643673214487775
B,9,0,0,0,20,8.001270242314181,12.334521368461106
Naive CD4 T,3,0,0,0,19,-0.5206330341293004,-4.231722756905104
FCGR3A+ Mono,34,9,2,0,102,-10.769134573359647,4.110797718482469
CD14+ Mono,8,0,0,0,13,-8.207911543269315,8.373850420432541
NK,71,0,0,0,78,7.110268064122042,-0.6784182038731832
NK,12,1,0,0,55,6.4049038368271205,-0.7152954783864278
Memory CD4 T,9,0,0,0,36,1.8961125019000384,-7.901547357124831
CD14+ Mono,50,0,1,0,51,-8.658495001216092,5.404864386039232
Naive CD4 T,4,0,0,0,23,0.7058175283478114,-3.7606066909261004
B,5,0,0,0,14,7.714981504063449,12.260488584952805
Memory CD4 T,14,1,0,0,48,3.2855976301239345,-6.071715280098464
B,3,0,0,0,26,6.91935343323215,13.069297865348313
CD8 T,6,0,0,0,49,5.1470844226883266,-2.4578773227162616
NK,21,0,0,0,63,6.11133284149631,-0.6393321004338521
CD14+ Mono,3,0,0,0,14,-9.114291242976346,8.930689886527512
CD8 T,17,0,0,0,63,4.495735116581759,-3.3499316420979754
CD8 T,3,0,0,0,42,3.883702464680514,-2.8626198020406024
NK,16,0,0,0,75,6.056374021153292,-0.022837206406142174
Naive CD4 T,0,0,0,0,38,2.2148874777363154,-4.126082345528151
CD8 T,37,0,0,0,60,4.8426784950302455,-3.8003758635945575
CD14+ Mono,20,4,1,0,20,-7.862386755366483,6.959340170340989
CD8 T,20,1,0,0,68,4.712909885029635,-4.303469106239821
CD8 T,11,0,0,1,53,4.664018817524752,-3.075100823921706
CD8 T,14,0,0,0,62,2.952696033100924,-4.607986375374343
Memory CD4 T,8,0,0,0,54,1.8414997405366513,-7.332043572945143
CD14+ Mono,34,0,1,0,12,-9.42078214110867,7.646618441062425
FCGR3A+ Mono,53,1,0,0,65,-12.151764921565213,3.8104639801554425
Naive CD4 T,11,0,0,0,45,0.39054209766849013,-7.484655305428054
CD8 T,22,0,0,0,51,3.7733258682297084,-3.924405499977614
NK,17,0,0,0,78,7.234050222019992,-0.7154440131612081
CD8 T,3,0,0,0,25,2.205332525353274,-3.8216299262471454
CD8 T,22,0,0,0,77,4.738690324406466,-3.664738580269362
CD8 T,13,0,0,0,47,4.507395692448458,-4.035780831856276
CD8 T,14,0,0,0,69,3.400586910824618,-4.033090516609694
Naive CD4 T,0,0,0,0,13,-0.3041580242110875,-3.77996818689778
CD14+ Mono,37,0,0,0,28,-7.025831274409452,7.514350965934251
CD14+ Mono,16,1,0,0,35,-7.810601286311307,6.094656542258714
Naive CD4 T,10,0,0,0,36,0.23025209484561415,-8.245463296455886
B,6,0,0,0,42,7.2215494590805385,12.18040092320964
Naive CD4 T,8,0,0,0,36,0.3878508287475917,-7.188074037117507
CD8 T,7,0,0,0,26,3.4978221136139247,-3.111672326607253
Naive CD4 T,18,2,0,0,58,0.7992717701004359,-8.09084694055989
CD14+ Mono,29,3,1,0,51,-7.851394705195585,6.3763514313273175
Naive CD4 T,6,0,0,0,37,0.6301947313354823,-4.174139901680495
Naive CD4 T,3,0,0,0,17,0.05304081020816298,-3.169106408638503
Naive CD4 T,17,0,1,0,39,1.0051091986702296,-6.048738881630446
Naive CD4 T,12,0,0,0,19,-0.5207186263991979,-3.477301522774245
Naive CD4 T,18,0,0,0,39,0.8499430495308253,-7.487728997749831
CD8 T,12,0,0,0,52,4.5006608444259975,-3.204277440590407
Naive CD4 T,7,0,0,0,53,0.9176713305519435,-6.16099207071736
Naive CD4 T,13,0,0,0,33,1.6372624563978526,-4.307025834602858
Memory CD4 T,18,0,0,0,67,2.1799483972595546,-8.013962670845535
B,16,0,0,0,27,8.172647901158175,12.661948278861496
FCGR3A+ Mono,32,9,0,0,47,-10.522162489314237,4.1622448715738996
Naive CD4 T,12,0,0,0,40,-0.7383940738631871,-6.455389901680495
CD14+ Mono,13,0,0,0,21,-8.095165304560819,8.238102034049485
Naive CD4 T,13,0,0,0,86,0.9357684927986476,-7.8918627944417254
Memory CD4 T,20,0,2,0,87,3.9603895622299525,-6.368086263222243
Naive CD4 T,2,0,0,0,31,0.062314339260897356,-5.232116147560622
CD8 T,19,0,0,0,50,5.3884126621292445,-2.1461476531453387
FCGR3A+ Mono,35,3,0,0,59,-11.810696653742948,3.7066076550059064
Memory CD4 T,7,0,0,0,37,2.911055989842257,-7.897688790840651
B,3,0,0,0,25,7.464926190953097,12.917244986014817
CD14+ Mono,10,1,0,0,19,-9.124325804133573,7.903973654227708
Naive CD4 T,1,0,0,0,12,-0.2852695507003453,-3.0197462287373797
Platelet,10,0,0,0,3,-9.6990576309158,0.2972915324740153
CD14+ Mono,41,1,0,0,37,-6.969923071284452,5.27046544881389
Memory CD4 T,8,0,1,0,47,1.3993425148533198,-8.06675426630452
CD14+ Mono,50,6,0,0,58,-8.26208310546414,5.529222086387132
Naive CD4 T,8,0,0,0,29,0.7102918106125209,-7.178646966499831
B,11,0,0,0,18,8.082502313237033,12.728891447501633
Memory CD4 T,15,0,0,0,51,3.082803674321017,-6.083962365669753
DC,23,0,0,0,101,-6.552027754206815,2.8187748941950543
Memory CD4 T,14,0,0,0,51,3.5996624904678676,-5.838147088570143
B,6,0,0,0,12,9.09690184174045,12.073186949210617
CD14+ Mono,26,1,1,0,44,-8.807671598811307,5.150492504554246
CD14+ Mono,11,1,0,0,64,-9.473387770075956,7.519019678550218
Memory CD4 T,11,0,0,0,110,2.301987059693179,-6.611010476631667
B,13,0,0,0,31,6.164289422612033,13.137386396842453
B,4,0,0,0,8,8.58984036026462,11.960523680167649
FCGR3A+ Mono,55,12,0,0,61,-11.563984922785917,4.141965464072679
Memory CD4 T,15,0,0,0,43,2.456864245514712,-6.178862973732497
Naive CD4 T,17,0,0,0,42,0.3728332000778529,-7.687280580086257
Naive CD4 T,9,0,0,0,28,0.7912587600754115,-3.7411641326375262
CD8 T,6,0,0,0,49,3.4415047842071864,-3.531840726418044
Platelet,55,2,0,0,8,-9.571954779048124,0.19685681195781046
NK,11,0,0,2,77,6.381105847935519,0.018762424903367103
CD14+ Mono,4,0,1,0,6,-9.5407906097366,7.653347090201829
CD14+ Mono,42,1,0,0,45,-8.063406996150174,5.077979639487718
CD14+ Mono,55,5,0,0,55,-8.312191061396756,4.438087538199876
CD14+ Mono,36,4,0,0,40,-8.9456396621658,4.307008102851365
NK,23,0,0,0,49,6.778665967564425,-0.8759769645161886
Platelet,90,2,0,0,120,-9.763223699946561,0.397446587996934
Naive CD4 T,0,0,0,0,8,-0.31606727065578966,-3.2258662429280536
B,48,0,0,0,145,5.391407437901339,13.381531790214035
FCGR3A+ Mono,35,5,0,0,62,-10.023817114253202,3.973863199668382
Naive CD4 T,12,0,0,0,43,1.6853046494530055,-3.5439442840047137
B,10,0,0,0,33,6.134168573002658,12.827935293632004
Naive CD4 T,6,0,0,0,28,-0.1782030385924962,-5.371142312569167
DC,166,11,0,0,108,-6.75869946898953,3.062223509269212
Naive CD4 T,22,0,0,0,45,-0.35790353240505723,-7.818397447151686
Memory CD4 T,13,0,0,0,77,3.538441963772616,-7.450380250496413
B,5,0,0,0,15,7.465764470677218,12.647958830314133
B,16,0,0,0,37,5.5847086387680385,12.736843183951828
CD8 T,3,0,1,0,36,5.696049161534152,-1.1828748431630391
CD14+ Mono,26,0,0,0,33,-6.828354887385526,6.108776644187425
Memory CD4 T,25,0,0,0,129,2.3835840302513454,-6.519852563423659
Memory CD4 T,12,1,1,0,80,3.705147810559115,-6.063144132179763
CD8 T,3,0,0,0,145,2.19071037350162,-2.903998776955153
NK,9,0,0,0,42,5.6186701732681605,-0.4668356624074239
B,6,0,0,0,20,7.759001203160128,11.534559324698899
CD14+ Mono,15,1,0,0,8,-9.466884664912381,8.158931806998703
CD14+ Mono,19,3,1,0,22,-8.203905157466092,6.246758058982347
Naive CD4 T,6,0,0,0,52,-0.5434556526137975,-4.874157353920485
Naive CD4 T,4,0,0,0,22,1.5029741304920528,-4.908880158943679
FCGR3A+ Mono,25,7,1,0,62,-11.271630339045682,4.202834919410203
Naive CD4 T,13,0,0,0,45,1.0135834890411708,-6.96096126703694
B,11,0,0,0,66,6.117523618321261,12.987741545157883
CD8 T,24,0,0,1,69,5.235938258747897,-1.7353948798604268
Naive CD4 T,5,1,0,0,34,-0.3894856494857457,-6.692002221626784
Naive CD4 T,2,0,0,0,30,-1.2083991092635777,-6.563448831123854
NK,52,0,0,0,63,6.713925786595187,-0.7348491397328634
NK,16,0,0,0,67,7.392897554020724,-0.05779008535816854
FCGR3A+ Mono,25,2,0,0,29,-11.592742971797147,4.595834568458055
CD14+ Mono,54,4,0,0,38,-7.722289137263456,6.475119188743089
B,3,0,0,0,22,7.36581224976047,11.547697142081711
Memory CD4 T,15,0,0,0,42,2.932600923161349,-7.683592721504714
Memory CD4 T,17,0,0,0,67,3.251109190563998,-8.192350312752273
Naive CD4 T,12,0,0,0,108,0.31086141643985243,-5.711522981209304
CD8 T,38,0,0,0,50,3.792513557057223,-4.782361432594802
CD8 T,3,0,0,0,65,5.1487509685562465,-2.283111259026076
Naive CD4 T,3,0,0,0,8,-0.5027771514846471,-3.17396347193196
CD8 T,3,0,0,0,39,2.739686854462466,-2.883608266396071
CD14+ Mono,10,1,1,0,16,-7.887059263606229,7.394749239402269
B,12,0,0,0,21,6.7694901901291225,13.236610487418625
B,3,0,0,0,17,7.3801235633896205,13.48852260442302
Memory CD4 T,33,0,0,0,50,3.6494478660629603,-8.635519906563308
Memory CD4 T,7,0,1,0,59,1.6237493681715343,-5.270586892647292
Memory CD4 T,4,0,0,0,45,2.246649004797778,-6.8950671401448504
B,6,0,0,0,22,7.301614232640109,13.419996336417649
Memory CD4 T,2,0,0,0,44,1.965509631018481,-6.944157525581862
CD14+ Mono,75,1,0,0,15,-9.21477799834744,5.9219351563029035
Memory CD4 T,10,0,0,0,33,1.8554745431052062,-5.9841551032490985
CD14+ Mono,30,0,1,0,20,-7.4372749847366,7.02721650929973
CD14+ Mono,75,20,0,0,61,-9.175947241206327,4.4534199986033185
CD8 T,55,0,0,0,137,5.983203359227023,-2.340390607399489
CD14+ Mono,8,0,0,0,16,-7.4267941039992955,4.69797427983806
B,2,0,0,0,13,8.009673066716037,12.712799147086594
DC,90,4,0,0,47,-7.005847982783475,3.4970653805308087
Naive CD4 T,14,0,0,0,44,-0.2496223968459752,-4.466273232979323
FCGR3A+ Mono,45,6,0,0,59,-11.02806096496121,4.535212591605638
NK,9,0,0,0,72,6.316177793125949,-0.40598730711415
Memory CD4 T,37,0,1,0,58,3.8959080654190394,-7.424497529549147
CD8 T,4,0,0,0,36,2.692132480721316,-2.3776323047108905
Naive CD4 T,11,0,0,0,48,1.285802908520541,-5.847574159187819
Naive CD4 T,15,0,0,0,37,-1.085327200312772,-5.5655831542439715
CD8 T,9,0,0,0,72,4.145245500187716,-3.0083059516377704
CD14+ Mono,7,0,0,0,16,-8.478959135432401,8.037474707084153
NK,3,0,0,0,86,6.652587838749728,-0.5762240138478536
B,6,0,0,0,10,8.263483949284396,12.603697851615403
CD14+ Mono,29,2,0,0,27,-9.17998795928494,4.386256054358934
Naive CD4 T,6,0,0,0,34,-0.33591657104031114,-5.429720326942946
Naive CD4 T,2,0,0,0,39,2.4206748086021754,-3.541473313850905
CD14+ Mono,23,0,1,0,19,-7.840715460200467,7.577552393393968
Memory CD4 T,11,0,0,0,40,1.96536757824882,-7.0021886077351825
Naive CD4 T,12,0,0,0,26,0.26886875210269423,-4.633365079445388
Naive CD4 T,24,0,0,0,36,0.2825992780731532,-8.546542092842605
Naive CD4 T,7,0,0,0,31,-1.2240164798690465,-6.354808732552077
CD8 T,9,0,0,0,44,4.9253835159347865,-3.4198426452107684
Memory CD4 T,21,0,0,0,64,2.853026457409701,-6.37099544672444
CD8 T,28,0,0,0,48,4.801914640049777,-3.1610278335042254
Naive CD4 T,10,0,0,0,33,-0.15314429225460557,-6.887322351021315
Naive CD4 T,9,0,0,0,23,0.3198095041321132,-6.701784059090163
B,11,0,0,0,23,6.5784010368393275,12.880688742118332
CD14+ Mono,9,0,0,0,3,-8.659318975825467,8.614898756461594
Memory CD4 T,30,0,0,0,82,3.988314338307223,-7.238639756721999
CD14+ Mono,27,0,0,0,23,-7.359067968745389,6.824349955039476
CD14+ Mono,11,0,0,0,11,-8.455882124324003,5.776537493186448
Naive CD4 T,5,1,0,0,25,0.056770868878206926,-3.3714746680684344
Naive CD4 T,12,0,0,0,38,-6.514071516413846,2.72318168016002
Naive CD4 T,17,0,0,0,50,-1.0346038860274938,-5.856463357491042
CD8 T,10,1,0,0,49,4.669079728703341,-3.3890313353963153
FCGR3A+ Mono,50,7,0,0,41,-11.071122221369901,4.123107508140062
B,21,0,0,0,36,6.254786916355929,13.110970571952317
CD8 T,9,0,0,0,60,4.820200868229708,-3.8954524245686786
NK,8,0,0,0,67,6.656240411381564,-0.08160655168965048
NK,9,0,0,0,83,6.136116452793917,0.10523994298503214
CD8 T,17,0,0,0,86,6.204420037846408,-1.5238765922017354
B,13,0,0,0,67,5.747725673298678,12.448579863028977
CD14+ Mono,10,1,0,0,11,-8.388886503596463,7.810537413077806
Naive CD4 T,2,0,0,0,14,-1.2874253314925816,-5.779708310646559
Naive CD4 T,14,0,0,0,44,-0.4350741428329137,-5.2189220633931415
Naive CD4 T,2,1,0,0,32,1.9405629861162517,-3.987071439308669
DC,23,1,0,0,34,-6.922750524897733,3.3707454952769025
FCGR3A+ Mono,58,8,0,0,48,-11.260125212092557,4.5454538616709455
Memory CD4 T,16,0,0,0,53,3.2007559019134852,-6.297717973274733
Memory CD4 T,75,0,0,0,110,4.789397426228366,-7.354215547127272
NK,8,0,0,0,56,5.71855825958713,0.08563573689982706
Naive CD4 T,5,0,0,0,28,-0.18362169684902696,-6.003515168709304
B,11,0,0,0,14,7.663067765812716,12.443158224540207
B,9,0,0,0,29,6.12305159149631,13.07997711034343
CD14+ Mono,51,1,1,0,108,-7.136939100642362,5.885580137687181
Memory CD4 T,8,0,0,0,44,3.2176508384750697,-5.029130384010817
CD14+ Mono,22,0,0,0,15,-9.691799215693631,7.461212709861253
CD14+ Mono,25,4,0,0,34,-8.314035467524686,5.281907156424974
Naive CD4 T,5,0,0,0,50,-0.32842569770351915,-5.068077012581374
Naive CD4 T,4,0,0,0,15,-0.9908860248519566,-3.904569074196364
Naive CD4 T,3,0,0,0,3,0.29840797958835097,-2.955544873756911
Naive CD4 T,4,0,0,0,32,-0.16112034739986925,-4.393036290688063
CD14+ Mono,32,5,0,0,35,-7.997068457026639,5.553730562644456
B,7,0,1,0,12,7.3527798133896205,11.475810125785324
Naive CD4 T,7,0,0,0,59,0.4830704408691737,-5.164085790199782
